SN,BIN,Shape,FAI156,FAI156-P1,FAI156-P2,FAI156-P3,FAI156-P4,FAI156-P5,FAI156-P6,FAI156-P7,FAI156-P8,FAI156-P9,FAI156-P10,FAI156-P11,FAI156-P12,FAI156-P13,FAI156-P14,FAI156-P15,FAI156-P16,FAI156-P17,FAI156-P18,FAI156-P19,FAI156-P20
139,,,0.65,-0.148,-0.13,-0.085,0.01,-0.076,-0.214,-0.074,-0.014,0.006,0.336,0.348,0.398,0.203,0.147,0.017,-0.048,-0.088,-0.133,-0.202,-0.252
140,,,0.211,0.036,0.036,0.019,-0.007,0.015,0.053,-0.007,-0.006,0.033,-0.015,-0.06,-0.118,-0.046,-0.07,-0.056,-0.045,0.016,0.043,0.083,0.093
141,,,0.23,0.024,0.017,-0.001,-0.013,-0.017,-0.012,-0.016,0.014,0.08,0.078,0.018,-0.038,-0.042,-0.078,-0.092,-0.088,-0.034,-0.003,0.063,0.138
142,,,0.296,0.053,0.046,0.021,-0.016,0.004,0.042,-0.005,0.009,0.074,0.005,-0.06,-0.132,-0.076,-0.107,-0.098,-0.078,-0.004,0.043,0.113,0.164
143,,,0.296,-0.044,-0.048,-0.037,0.001,-0.048,-0.111,-0.039,0.011,0.046,0.185,0.159,0.152,0.054,0.012,-0.052,-0.058,-0.032,-0.03,-0.05,-0.07
144,,,0.262,-0.048,-0.043,-0.031,0.008,-0.038,-0.092,-0.028,0.016,0.053,0.17,0.134,0.124,0.031,-0.013,-0.065,-0.063,-0.024,-0.021,-0.027,-0.043
145,,,0.3,-0.054,-0.048,-0.031,0.005,-0.047,-0.115,-0.042,0.008,0.042,0.185,0.163,0.159,0.056,0.018,-0.041,-0.056,-0.028,-0.034,-0.059,-0.079
146,,,0.26,-0.065,-0.054,-0.032,0.023,-0.034,-0.098,-0.018,0.017,0.003,0.146,0.139,0.162,0.054,0.019,-0.036,-0.041,-0.014,-0.02,-0.054,-0.098
147,,,0.477,-0.102,-0.098,-0.056,0.035,-0.053,-0.168,-0.026,0.009,-0.029,0.215,0.242,0.309,0.13,0.088,-0.009,-0.048,-0.074,-0.096,-0.131,-0.137
148,,,0.339,-0.074,-0.064,-0.047,0.011,-0.047,-0.122,-0.031,0.021,0.047,0.217,0.185,0.185,0.054,0.009,-0.06,-0.065,-0.039,-0.042,-0.056,-0.081
149,,,0.284,-0.033,-0.032,-0.034,-0.003,-0.05,-0.113,-0.042,-0.003,0.005,0.15,0.151,0.171,0.09,0.05,-0.011,-0.048,-0.054,-0.062,-0.068,-0.065
150,,,0.628,-0.156,-0.133,-0.087,0.029,-0.066,-0.218,-0.039,0.019,0.01,0.321,0.331,0.395,0.139,0.091,-0.019,-0.054,-0.06,-0.101,-0.171,-0.233
151,,,0.244,-0.033,-0.031,-0.03,-0.006,-0.038,-0.08,-0.03,0.013,0.064,0.164,0.122,0.103,0.026,-0.015,-0.064,-0.072,-0.042,-0.038,-0.021,0.008
152,,,0.191,-0.018,-0.02,-0.027,-0.009,-0.039,-0.073,-0.025,0.007,0.026,0.118,0.101,0.101,0.053,0.015,-0.028,-0.055,-0.044,-0.045,-0.028,-0.011
153,,,0.281,-0.04,-0.041,-0.031,0.003,-0.045,-0.104,-0.041,0.009,0.046,0.177,0.149,0.14,0.042,0.003,-0.052,-0.06,-0.032,-0.033,-0.043,-0.047
154,,,0.755,-0.369,-0.297,-0.196,-0.081,-0.072,-0.033,0.085,0.152,0.174,0.386,0.384,0.367,0.237,0.161,0.038,-0.053,-0.107,-0.164,-0.261,-0.351
155,,,0.542,0.118,0.098,0.037,-0.047,0.015,0.117,0.005,0.005,0.072,-0.097,-0.169,-0.265,-0.094,-0.11,-0.059,-0.073,-0.021,0.033,0.158,0.277
156,,,0.414,0.048,0.053,0.026,-0.022,0.032,0.124,0.041,0.026,0.063,-0.082,-0.149,-0.232,-0.098,-0.113,-0.069,-0.055,0.023,0.065,0.139,0.182
157,,,0.219,-0.023,-0.021,-0.017,0.007,-0.035,-0.083,-0.033,0.005,0.041,0.136,0.104,0.094,0.019,-0.015,-0.057,-0.056,-0.015,-0.01,-0.014,-0.027
158,,,0.264,-0.044,-0.04,-0.034,0.003,-0.039,-0.097,-0.034,0.008,0.05,0.167,0.14,0.132,0.043,-0.001,-0.054,-0.059,-0.026,-0.025,-0.037,-0.054
159,,,0.729,0.228,0.194,0.119,0.017,0.041,0.088,-0.036,-0.051,0.009,-0.192,-0.261,-0.349,-0.2,-0.209,-0.14,-0.077,0.044,0.128,0.266,0.38
160,,,0.379,0.061,0.057,0.027,-0.018,0.014,0.071,0.009,0.014,0.082,-0.027,-0.098,-0.178,-0.1,-0.13,-0.104,-0.079,0.005,0.058,0.133,0.201
161,,,0.238,-0.025,-0.025,-0.023,-0.001,-0.037,-0.078,-0.029,0.014,0.066,0.159,0.115,0.086,0.009,-0.034,-0.072,-0.079,-0.042,-0.032,-0.005,0.033
162,,,0.281,-0.056,-0.048,-0.035,0.013,-0.039,-0.11,-0.032,0.012,0.041,0.171,0.15,0.154,0.047,0.006,-0.049,-0.057,-0.025,-0.026,-0.047,-0.07
163,,,0.333,0.041,0.04,0.026,0.001,0.022,0.062,0.029,0.033,0.053,-0.036,-0.092,-0.155,-0.101,-0.126,-0.104,-0.072,0.012,0.062,0.129,0.178
164,,,0.236,0.042,0.041,0.019,-0.015,0.011,0.054,-0.005,-0.002,0.052,-0.01,-0.063,-0.124,-0.055,-0.082,-0.07,-0.053,0.011,0.047,0.093,0.112
165,,,0.27,0.004,-0.004,-0.023,-0.028,-0.057,-0.097,-0.084,-0.043,0.054,0.173,0.14,0.109,0.087,0.04,-0.014,-0.06,-0.057,-0.062,-0.046,-0.031
166,,,0.471,-0.091,-0.085,-0.059,0.01,-0.07,-0.176,-0.049,0,0,0.237,0.258,0.295,0.14,0.094,0.006,-0.046,-0.063,-0.096,-0.138,-0.168
167,,,0.219,-0.028,-0.027,-0.022,-0.001,-0.031,-0.078,-0.03,0.006,0.048,0.141,0.105,0.092,0.023,-0.014,-0.057,-0.055,-0.01,-0.005,-0.014,-0.044
168,,,0.289,-0.057,-0.049,-0.024,0.036,-0.031,-0.116,-0.029,0.006,-0.016,0.132,0.135,0.173,0.062,0.036,-0.02,-0.029,-0.007,-0.023,-0.065,-0.113
169,,,0.258,-0.042,-0.042,-0.038,-0.008,-0.048,-0.098,-0.033,0.008,0.022,0.16,0.148,0.152,0.082,0.041,-0.019,-0.052,-0.053,-0.057,-0.059,-0.062
170,,,0.277,0.034,0.03,0.016,0.003,-0.001,0.004,-0.005,0.016,0.073,0.043,-0.021,-0.078,-0.077,-0.112,-0.113,-0.091,-0.016,0.033,0.098,0.164
171,,,0.222,-0.023,-0.019,-0.017,0.012,-0.032,-0.089,-0.034,0.009,0.047,0.133,0.102,0.093,0.014,-0.025,-0.066,-0.059,-0.014,-0.002,-0.01,-0.02
172,,,0.251,-0.031,-0.03,-0.022,0.007,-0.037,-0.099,-0.042,0.002,0.033,0.152,0.13,0.129,0.037,-0.004,-0.048,-0.052,-0.021,-0.019,-0.033,-0.051
173,,,0.569,-0.123,-0.112,-0.073,0.009,-0.08,-0.214,-0.051,0.021,0.032,0.317,0.313,0.355,0.132,0.08,-0.028,-0.068,-0.073,-0.099,-0.158,-0.179
174,,,0.272,-0.044,-0.043,-0.037,-0.005,-0.053,-0.105,-0.036,0.005,0.016,0.156,0.15,0.167,0.09,0.056,-0.006,-0.047,-0.051,-0.063,-0.073,-0.075
175,,,0.193,-0.024,-0.022,-0.023,-0.012,-0.03,-0.054,-0.032,0.002,0.052,0.137,0.097,0.06,0.026,-0.01,-0.047,-0.056,-0.01,-0.011,-0.015,-0.028
176,,,0.508,0.09,0.083,0.046,-0.02,0.034,0.134,0.03,0.014,0.067,-0.124,-0.198,-0.29,-0.119,-0.133,-0.075,-0.047,0.032,0.086,0.172,0.218
177,,,0.282,0.091,0.069,0.019,-0.05,-0.028,0.029,-0.025,-0.007,0.057,-0.01,-0.053,-0.106,-0.02,-0.053,-0.049,-0.072,-0.041,-0.008,0.081,0.176
178,,,0.562,-0.182,-0.149,-0.106,-0.05,-0.072,-0.076,-0.003,0.038,0.052,0.25,0.279,0.287,0.197,0.142,0.048,-0.023,-0.061,-0.107,-0.189,-0.275
179,,,0.443,0.069,0.063,0.028,-0.029,0.025,0.106,0.017,0.018,0.092,-0.05,-0.132,-0.232,-0.112,-0.141,-0.095,-0.067,0.013,0.065,0.153,0.211
180,,,0.265,-0.063,-0.047,-0.021,0.032,-0.026,-0.108,-0.023,0.01,-0.015,0.127,0.131,0.157,0.062,0.03,-0.025,-0.03,-0.007,-0.02,-0.062,-0.104
181,,,0.252,0.033,0.037,0.015,-0.017,0.014,0.064,-0.002,-0.001,0.049,-0.009,-0.062,-0.127,-0.045,-0.072,-0.056,-0.055,-0.001,0.026,0.086,0.125
182,,,0.228,-0.018,-0.022,-0.022,-0.001,-0.039,-0.082,-0.035,0.009,0.054,0.146,0.107,0.088,0.022,-0.017,-0.057,-0.065,-0.029,-0.022,-0.014,-0.005
183,,,0.314,0.059,0.057,0.028,-0.021,0.015,0.072,0.004,0.008,0.046,-0.052,-0.104,-0.177,-0.063,-0.081,-0.055,-0.049,0.019,0.051,0.106,0.137
184,,,0.449,0.071,0.069,0.029,-0.026,0.029,0.117,0.024,0.012,0.039,-0.088,-0.139,-0.216,-0.074,-0.097,-0.07,-0.077,-0.014,0.034,0.142,0.233
185,,,0.255,-0.03,-0.03,-0.022,0.005,-0.04,-0.106,-0.044,-0.008,0.03,0.149,0.133,0.143,0.051,0.015,-0.043,-0.054,-0.024,-0.028,-0.039,-0.061
186,,,0.29,-0.036,-0.037,-0.029,0.008,-0.047,-0.119,-0.044,0.005,0.037,0.171,0.154,0.156,0.048,0.006,-0.049,-0.056,-0.03,-0.029,-0.045,-0.063
187,,,0.234,-0.032,-0.028,-0.027,0.001,-0.036,-0.082,-0.032,0.009,0.048,0.152,0.117,0.102,0.028,-0.012,-0.055,-0.061,-0.027,-0.024,-0.021,-0.022
188,,,0.286,-0.054,-0.049,-0.036,0.003,-0.042,-0.102,-0.03,0.017,0.05,0.184,0.153,0.147,0.042,-0.004,-0.062,-0.063,-0.027,-0.028,-0.039,-0.061
189,,,0.529,-0.069,-0.068,-0.053,0.028,-0.079,-0.22,-0.075,-0.005,0.025,0.284,0.269,0.309,0.101,0.052,-0.047,-0.066,-0.063,-0.079,-0.118,-0.126
190,,,0.293,0.04,0.036,0.019,-0.006,0.003,0.027,-0.005,0.015,0.078,0.025,-0.041,-0.112,-0.074,-0.107,-0.105,-0.088,-0.019,0.028,0.106,0.181
191,,,0.373,0.059,0.058,0.03,-0.014,0.021,0.084,0.028,0.028,0.06,-0.066,-0.129,-0.198,-0.107,-0.123,-0.084,-0.055,0.025,0.073,0.134,0.175
192,,,0.511,0.094,0.085,0.044,-0.033,0.033,0.133,0.013,-0.003,0.074,-0.095,-0.17,-0.276,-0.116,-0.135,-0.081,-0.054,0.022,0.068,0.163,0.235
193,,,0.213,-0.056,-0.045,-0.032,0.013,-0.027,-0.069,-0.015,0.007,-0.011,0.119,0.123,0.144,0.075,0.04,-0.018,-0.055,-0.045,-0.046,-0.05,-0.052
194,,,0.303,0.037,0.039,0.022,-0.027,0.028,0.114,0.016,-0.001,0.045,-0.062,-0.11,-0.189,-0.059,-0.078,-0.04,-0.024,0.037,0.062,0.102,0.088
195,,,0.356,0.037,0.04,0.026,-0.019,0.033,0.114,0.034,0.021,0.052,-0.076,-0.132,-0.21,-0.075,-0.093,-0.054,-0.043,0.022,0.062,0.115,0.146
196,,,0.357,0.045,0.047,0.022,-0.029,0.034,0.136,0.031,0.004,0.032,-0.105,-0.141,-0.202,-0.04,-0.061,-0.023,-0.043,-0.002,0.034,0.109,0.155
197,,,0.21,0.033,0.018,-0.014,-0.042,-0.052,-0.059,-0.079,-0.044,0.066,0.131,0.085,0.036,0.065,0.02,-0.012,-0.049,-0.042,-0.04,-0.015,-0.006
198,,,0.339,-0.047,-0.035,-0.018,0.029,-0.034,-0.13,-0.052,-0.022,-0.055,0.118,0.15,0.2,0.109,0.085,0.026,-0.016,-0.027,-0.048,-0.094,-0.139
199,,,0.289,-0.037,-0.039,-0.026,0.01,-0.047,-0.117,-0.042,0.001,0.035,0.172,0.152,0.158,0.043,0.004,-0.048,-0.055,-0.022,-0.028,-0.043,-0.069
200,,,0.496,-0.096,-0.089,-0.052,0.02,-0.048,-0.162,-0.042,-0.012,-0.042,0.2,0.233,0.296,0.158,0.122,0.021,-0.027,-0.049,-0.089,-0.143,-0.2
201,,,0.243,0.035,0.029,0.011,-0.011,-0.005,0.018,-0.006,0.012,0.074,0.035,-0.028,-0.086,-0.059,-0.088,-0.088,-0.08,-0.019,0.016,0.083,0.155
202,,,0.205,-0.019,-0.019,-0.022,-0.005,-0.035,-0.072,-0.034,0.003,0.05,0.133,0.102,0.085,0.027,-0.014,-0.055,-0.056,-0.021,-0.016,-0.012,-0.021
203,,,0.19,-0.01,-0.016,-0.023,-0.011,-0.044,-0.08,-0.037,-0.005,0.014,0.107,0.101,0.11,0.073,0.038,-0.003,-0.042,-0.04,-0.046,-0.044,-0.041
204,,,0.231,-0.036,-0.031,-0.025,0.003,-0.033,-0.077,-0.026,0.016,0.06,0.154,0.108,0.093,0.02,-0.018,-0.064,-0.07,-0.037,-0.032,-0.015,0.011
205,,,0.218,-0.011,-0.017,-0.018,0.002,-0.039,-0.094,-0.039,-0.009,0.005,0.107,0.105,0.124,0.067,0.033,-0.012,-0.041,-0.037,-0.042,-0.044,-0.041
206,,,0.272,-0.063,-0.049,-0.019,0.039,-0.013,-0.114,-0.04,0,0.018,0.15,0.135,0.158,0.038,0.004,-0.052,-0.047,-0.01,-0.013,-0.042,-0.079
207,,,0.296,0.001,-0.008,-0.025,-0.021,-0.063,-0.117,-0.094,-0.051,0.039,0.179,0.156,0.143,0.106,0.06,-0.003,-0.049,-0.057,-0.067,-0.065,-0.065
208,,,0.242,0.015,0.004,-0.018,-0.027,-0.056,-0.093,-0.09,-0.052,0.044,0.149,0.121,0.098,0.093,0.052,0.003,-0.045,-0.05,-0.058,-0.047,-0.045
209,,,0.319,-0.076,-0.063,-0.044,0.007,-0.047,-0.11,-0.029,0.022,0.055,0.209,0.178,0.172,0.048,0.004,-0.057,-0.064,-0.035,-0.031,-0.057,-0.081
210,,,0.415,-0.093,-0.084,-0.047,0.03,-0.046,-0.149,-0.035,0.012,-0.011,0.203,0.215,0.266,0.106,0.064,-0.017,-0.05,-0.059,-0.085,-0.109,-0.113
211,,,0.231,-0.022,-0.021,-0.022,0.002,-0.037,-0.087,-0.038,0.004,0.046,0.144,0.115,0.104,0.031,-0.007,-0.051,-0.066,-0.037,-0.032,-0.023,0
212,,,0.383,0.072,0.062,0.022,-0.044,0.013,0.096,0.009,0.008,0.066,-0.056,-0.117,-0.198,-0.062,-0.09,-0.046,-0.057,-0.007,0.026,0.117,0.185
213,,,0.484,0.075,0.068,0.036,-0.031,0.028,0.132,0.033,0.029,0.077,-0.09,-0.163,-0.265,-0.12,-0.142,-0.093,-0.061,0.025,0.083,0.162,0.219
214,,,0.44,0.09,0.075,0.034,-0.023,0.009,0.063,0.001,0.013,0.091,-0.03,-0.111,-0.198,-0.114,-0.146,-0.116,-0.09,-0.002,0.059,0.153,0.242
215,,,0.421,-0.072,-0.07,-0.043,0.019,-0.061,-0.167,-0.049,0,0.01,0.222,0.218,0.254,0.097,0.058,-0.028,-0.047,-0.038,-0.057,-0.106,-0.141
216,,,0.26,0.04,0.034,0.011,-0.018,0.001,0.037,-0.004,0.008,0.075,0.016,-0.045,-0.111,-0.055,-0.084,-0.075,-0.07,-0.011,0.019,0.085,0.149
217,,,0.386,-0.052,-0.051,-0.032,0.03,-0.048,-0.162,-0.053,-0.004,0.009,0.189,0.186,0.224,0.07,0.032,-0.037,-0.048,-0.024,-0.031,-0.08,-0.117
218,,,0.246,-0.032,-0.031,-0.029,0.003,-0.038,-0.09,-0.035,0.005,0.048,0.156,0.124,0.119,0.034,-0.007,-0.058,-0.061,-0.025,-0.017,-0.025,-0.04
219,,,0.581,-0.074,-0.061,-0.034,0.043,-0.059,-0.197,-0.06,-0.022,-0.069,0.174,0.223,0.303,0.132,0.099,0.028,0.01,0.015,-0.029,-0.144,-0.278
220,,,0.258,-0.031,-0.027,-0.012,0.017,-0.024,-0.074,-0.02,-0.004,-0.03,0.07,0.08,0.11,0.057,0.031,0.006,0.004,0.032,0.013,-0.049,-0.148
221,,,0.234,-0.023,-0.02,-0.021,0.003,-0.036,-0.087,-0.04,0.001,0.048,0.147,0.114,0.101,0.027,-0.012,-0.052,-0.062,-0.031,-0.027,-0.021,-0.008
222,,,0.311,0.051,0.048,0.027,-0.005,0.018,0.061,0.02,0.023,0.05,-0.039,-0.096,-0.159,-0.098,-0.12,-0.094,-0.06,0.022,0.072,0.127,0.152
223,,,0.261,-0.07,-0.056,-0.034,0.017,-0.029,-0.098,-0.014,0.022,0.007,0.156,0.142,0.163,0.05,0.016,-0.041,-0.047,-0.015,-0.021,-0.056,-0.092
224,,,0.581,0.123,0.109,0.055,-0.03,0.037,0.137,0.022,0.002,0.047,-0.151,-0.21,-0.293,-0.118,-0.134,-0.075,-0.06,0.004,0.067,0.181,0.288
225,,,0.299,0.052,0.044,0.02,-0.013,0.003,0.04,-0.002,0.015,0.083,0.01,-0.06,-0.129,-0.086,-0.12,-0.11,-0.082,-0.001,0.051,0.117,0.17
226,,,0.51,-0.077,-0.079,-0.043,0.033,-0.063,-0.202,-0.063,-0.008,-0.007,0.229,0.244,0.308,0.108,0.07,-0.013,-0.026,-0.03,-0.052,-0.132,-0.197
227,,,0.218,-0.07,-0.053,-0.034,0.016,-0.018,-0.061,-0.004,0.01,-0.021,0.116,0.121,0.148,0.078,0.044,-0.017,-0.051,-0.042,-0.047,-0.056,-0.058
228,,,0.478,-0.124,-0.104,-0.055,0.045,-0.049,-0.175,-0.017,0.029,-0.003,0.233,0.244,0.303,0.091,0.049,-0.04,-0.049,-0.048,-0.061,-0.119,-0.15
229,,,0.233,-0.026,-0.026,-0.027,-0.015,-0.036,-0.061,-0.028,0.017,0.077,0.157,0.104,0.066,0.016,-0.025,-0.062,-0.076,-0.043,-0.032,-0.006,0.027
230,,,0.208,-0.042,-0.035,-0.021,0.011,-0.031,-0.083,-0.016,0.016,0.019,0.125,0.108,0.108,0.033,0,-0.039,-0.04,-0.008,-0.004,-0.032,-0.068
231,,,0.476,0.076,0.071,0.044,-0.01,0.038,0.113,0.036,0.024,0.059,-0.104,-0.168,-0.251,-0.13,-0.144,-0.098,-0.061,0.027,0.086,0.167,0.225
232,,,0.335,-0.047,-0.043,-0.037,0.01,-0.054,-0.137,-0.056,-0.011,0.021,0.189,0.179,0.198,0.08,0.042,-0.022,-0.042,-0.036,-0.05,-0.079,-0.105
233,,,0.508,-0.13,-0.112,-0.065,0.028,-0.061,-0.184,-0.047,0.02,0.019,0.289,0.279,0.324,0.117,0.07,-0.035,-0.061,-0.055,-0.083,-0.138,-0.173
234,,,0.232,-0.019,-0.02,-0.022,0,-0.044,-0.099,-0.041,-0.006,0.004,0.127,0.122,0.133,0.071,0.035,-0.012,-0.043,-0.039,-0.047,-0.049,-0.05
235,,,0.219,-0.02,-0.019,-0.017,0.003,-0.035,-0.081,-0.033,0.003,0.046,0.138,0.104,0.091,0.02,-0.015,-0.056,-0.062,-0.029,-0.022,-0.013,-0.002
236,,,0.229,0.032,0.034,0.018,-0.013,0.012,0.054,0,0,0.05,-0.007,-0.059,-0.12,-0.053,-0.079,-0.06,-0.052,0.01,0.039,0.084,0.109
237,,,0.291,0.057,0.048,0.024,-0.011,-0.002,0.019,-0.016,0.005,0.081,0.027,-0.044,-0.12,-0.082,-0.114,-0.104,-0.083,-0.008,0.04,0.111,0.171
238,,,0.286,0.034,0.037,0.019,-0.016,0.02,0.087,0.018,0.004,0.021,-0.048,-0.084,-0.137,-0.038,-0.061,-0.041,-0.056,-0.014,0.018,0.088,0.149
239,,,0.279,-0.048,-0.041,-0.028,-0.006,-0.039,-0.059,-0.032,-0.016,-0.017,0.1,0.112,0.141,0.091,0.081,0.045,0.013,-0.011,-0.05,-0.097,-0.138
240,,,0.64,-0.083,-0.078,-0.063,0.018,-0.091,-0.246,-0.106,-0.05,-0.014,0.292,0.311,0.383,0.194,0.146,0.037,-0.027,-0.07,-0.108,-0.188,-0.257
241,,,0.374,-0.072,-0.062,-0.042,0.027,-0.05,-0.146,-0.048,0.001,0.014,0.203,0.202,0.228,0.076,0.043,-0.035,-0.051,-0.037,-0.049,-0.084,-0.116
242,,,0.233,-0.031,-0.029,-0.024,0.002,-0.036,-0.084,-0.031,0.011,0.055,0.149,0.117,0.101,0.023,-0.019,-0.063,-0.062,-0.022,-0.017,-0.016,-0.023
243,,,0.261,-0.013,-0.016,-0.015,0.011,-0.04,-0.11,-0.047,-0.015,-0.014,0.105,0.115,0.151,0.08,0.047,-0.006,-0.037,-0.038,-0.046,-0.054,-0.057
244,,,0.384,0.072,0.065,0.018,-0.053,0.005,0.099,0.008,0.011,0.072,-0.053,-0.114,-0.198,-0.053,-0.081,-0.048,-0.06,-0.012,0.024,0.111,0.186
245,,,0.492,-0.086,-0.083,-0.058,0.021,-0.063,-0.184,-0.051,-0.002,-0.02,0.222,0.248,0.308,0.139,0.101,0.007,-0.029,-0.056,-0.09,-0.145,-0.178
246,,,0.213,-0.017,-0.018,-0.018,0,-0.035,-0.076,-0.036,0.002,0.046,0.137,0.1,0.086,0.021,-0.016,-0.054,-0.061,-0.024,-0.018,-0.009,-0.01
247,,,0.301,0.054,0.055,0.029,-0.013,0.019,0.073,0.004,-0.001,0.048,-0.043,-0.099,-0.169,-0.076,-0.1,-0.068,-0.046,0.024,0.064,0.112,0.132
248,,,0.443,-0.035,-0.043,-0.028,0.021,-0.063,-0.181,-0.069,-0.025,-0.039,0.162,0.198,0.262,0.129,0.09,0.018,-0.02,-0.029,-0.061,-0.12,-0.169
249,,,0.378,-0.117,-0.092,-0.039,0.058,-0.023,-0.136,-0.001,0.026,-0.019,0.177,0.186,0.242,0.068,0.034,-0.038,-0.051,-0.029,-0.036,-0.088,-0.122
250,,,0.231,-0.02,-0.018,-0.017,0.007,-0.034,-0.09,-0.04,0,0.046,0.141,0.108,0.098,0.023,-0.015,-0.057,-0.059,-0.026,-0.025,-0.017,-0.006
251,,,0.208,-0.019,-0.017,-0.016,0.002,-0.033,-0.077,-0.032,0.009,0.052,0.131,0.096,0.077,0.013,-0.025,-0.067,-0.061,-0.018,-0.002,-0.004,-0.01
252,,,0.211,-0.019,-0.018,-0.021,-0.005,-0.034,-0.069,-0.027,0.011,0.062,0.142,0.095,0.066,0.006,-0.035,-0.065,-0.061,-0.017,-0.004,-0.002,-0.007
253,,,0.124,-0.033,-0.022,-0.008,0.019,-0.009,-0.049,-0.007,0.014,0.01,0.075,0.057,0.055,0.013,-0.011,-0.037,-0.038,-0.002,0.005,-0.005,-0.027
254,,,0.579,-0.135,-0.119,-0.074,0.021,-0.078,-0.211,-0.048,0.019,0.009,0.297,0.309,0.368,0.151,0.104,-0.004,-0.049,-0.075,-0.107,-0.174,-0.205
255,,,0.284,-0.036,-0.034,-0.033,-0.005,-0.047,-0.099,-0.036,0.014,0.062,0.185,0.142,0.121,0.035,-0.011,-0.065,-0.07,-0.041,-0.036,-0.03,-0.016
256,,,0.302,-0.048,-0.042,-0.026,0.015,-0.048,-0.122,-0.043,0.005,0.028,0.18,0.16,0.168,0.045,0.005,-0.047,-0.052,-0.022,-0.025,-0.049,-0.082
257,,,0.194,-0.016,-0.017,-0.025,-0.015,-0.044,-0.074,-0.033,0.002,0.025,0.12,0.104,0.101,0.066,0.028,-0.018,-0.052,-0.046,-0.045,-0.034,-0.026
258,,,0.192,-0.011,-0.012,-0.017,-0.001,-0.03,-0.066,-0.032,0.005,0.055,0.125,0.086,0.065,0.011,-0.025,-0.06,-0.067,-0.028,-0.02,0,0.022
259,,,0.223,-0.044,-0.038,-0.029,-0.005,-0.041,-0.08,-0.025,0.009,0.028,0.143,0.127,0.127,0.064,0.024,-0.022,-0.057,-0.054,-0.052,-0.045,-0.03
260,,,0.411,0.04,0.015,-0.019,-0.024,-0.057,-0.073,-0.014,0.053,0.134,0.15,0.074,0.02,-0.055,-0.108,-0.152,-0.158,-0.105,-0.045,0.073,0.253
261,,,0.257,0.02,0.025,0.016,-0.011,0.024,0.084,0.028,0.011,0.021,-0.057,-0.084,-0.126,-0.029,-0.051,-0.037,-0.051,-0.013,0.016,0.083,0.131
262,,,0.143,-0.008,-0.009,-0.019,-0.01,-0.034,-0.057,-0.029,-0.003,0.011,0.086,0.08,0.082,0.059,0.024,-0.013,-0.043,-0.036,-0.037,-0.027,-0.018
263,,,0.111,-0.009,-0.006,-0.006,0.004,-0.01,-0.025,0,0.018,0.028,0.056,0.029,0.013,-0.01,-0.039,-0.055,-0.048,0.002,0.017,0.027,0.013
264,,,0.317,0.056,0.05,0.029,-0.011,0.015,0.056,0.002,0.008,0.068,-0.025,-0.088,-0.156,-0.085,-0.113,-0.093,-0.067,0.01,0.058,0.123,0.161
265,,,0.336,0.067,0.071,0.049,0.011,0.041,0.089,0.001,-0.022,0,-0.089,-0.125,-0.189,-0.087,-0.102,-0.067,-0.043,0.038,0.077,0.133,0.147
266,,,0.178,-0.019,-0.018,-0.011,0.011,-0.023,-0.069,-0.038,-0.011,0.017,0.109,0.09,0.083,0.031,-0.003,-0.035,-0.039,-0.003,-0.002,-0.019,-0.052
267,,,0.652,-0.085,-0.076,-0.051,0.041,-0.072,-0.236,-0.084,-0.025,-0.065,0.214,0.275,0.373,0.175,0.153,0.049,-0.002,-0.031,-0.086,-0.187,-0.279
268,,,0.195,0.03,0.027,0.009,-0.017,0.008,0.054,0.013,0.012,0.039,-0.022,-0.065,-0.121,-0.038,-0.058,-0.042,-0.035,0.021,0.044,0.074,0.067
269,,,0.347,-0.039,-0.037,-0.03,0.019,-0.052,-0.148,-0.04,0.011,0.043,0.199,0.176,0.194,0.033,-0.01,-0.08,-0.089,-0.054,-0.049,-0.037,-0.008
270,,,0.235,-0.024,-0.027,-0.022,0.004,-0.035,-0.087,-0.034,0.003,0.047,0.148,0.115,0.104,0.028,-0.012,-0.057,-0.065,-0.031,-0.025,-0.017,-0.012
271,,,0.161,0.011,0.009,0,-0.003,-0.01,-0.012,-0.015,0.009,0.059,0.072,0.021,-0.025,-0.032,-0.068,-0.084,-0.072,-0.01,0.018,0.055,0.077
272,,,0.614,-0.123,-0.103,-0.051,0.041,-0.064,-0.21,-0.057,-0.006,-0.063,0.233,0.29,0.378,0.175,0.134,0.03,-0.022,-0.061,-0.105,-0.18,-0.236
273,,,0.157,-0.005,0,0.002,0.013,0.001,-0.01,0.009,0.026,0.035,0.044,0.009,-0.017,-0.039,-0.069,-0.083,-0.067,-0.004,0.023,0.056,0.074
274,,,0.165,-0.006,-0.01,-0.021,-0.013,-0.038,-0.063,-0.027,0.006,0.026,0.102,0.085,0.082,0.05,0.012,-0.032,-0.059,-0.044,-0.039,-0.018,0.006
275,,,0.247,-0.044,-0.036,-0.023,0.01,-0.035,-0.097,-0.035,0.009,0.037,0.15,0.125,0.127,0.035,0.005,-0.045,-0.05,-0.022,-0.02,-0.037,-0.056
276,,,0.247,-0.055,-0.047,-0.03,0.022,-0.033,-0.1,-0.018,0.017,0.008,0.142,0.132,0.147,0.042,0.01,-0.039,-0.042,-0.008,-0.012,-0.047,-0.091
277,,,0.135,-0.028,-0.02,-0.011,0.009,-0.015,-0.045,-0.003,0.023,0.023,0.085,0.059,0.049,0.002,-0.029,-0.05,-0.047,-0.003,0.011,0.004,-0.014
